GEOID,LONGNAME,COUNTY,PlanningRegion,ARCModelingArea,% Gross rent 30.0 percent of income or greater 2019
13231010100,"Census Tract 101, Pike County",Pike,Three Rivers,No,21.1
13021013101,"Census Tract 131.01, Bibb County",Bibb,Middle Georgia,No,69.9
13159010500,"Census Tract 105, Jasper County",Jasper,Northeast Georgia,No,37.2
13241970100,"Census Tract 9701, Rabun County",Rabun,Georgia Mountains,No,59.5
13117130506,"Census Tract 1305.06, Forsyth County",Forsyth,Atlanta Regional Commission,Yes,40.3
13273120300,"Census Tract 1203, Terrell County",Terrell,Southwest Georgia,No,41
13217100502,"Census Tract 1005.02, Newton County",Newton,Northeast Georgia,Yes,53.4
13215010201,"Census Tract 102.01, Muscogee County",Muscogee,River Valley,No,26.1
13121011418,"Census Tract 114.18, Fulton County",Fulton,Atlanta Regional Commission,Yes,50.7
13077170303,"Census Tract 1703.03, Coweta County",Coweta,Three Rivers,Yes,43.1
13121010107,"Census Tract 101.07, Fulton County",Fulton,Atlanta Regional Commission,Yes,100
13135050103,"Census Tract 501.03, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,43.9
13175950300,"Census Tract 9503, Laurens County",Laurens,Heart of Georgia Altamaha,No,40.5
13071970100,"Census Tract 9701, Colquitt County",Colquitt,Southwest Georgia,No,36
13121011611,"Census Tract 116.11, Fulton County",Fulton,Atlanta Regional Commission,Yes,52.6
13089023101,"Census Tract 231.01, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,57.4
13115000201,"Census Tract 2.01, Floyd County",Floyd,Northwest Georgia,No,55.3
13089021417,"Census Tract 214.17, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,52.9
13013180103,"Census Tract 1801.03, Barrow County",Barrow,Northeast Georgia,Yes,74.5
13121009102,"Census Tract 91.02, Fulton County",Fulton,Atlanta Regional Commission,Yes,43.9
13113140404,"Census Tract 1404.04, Fayette County",Fayette,Atlanta Regional Commission,Yes,37.6
13281960300,"Census Tract 9603, Towns County",Towns,Georgia Mountains,No,33.4
13157010400,"Census Tract 104, Jackson County",Jackson,Northeast Georgia,No,48.3
13121001002,"Census Tract 10.02, Fulton County",Fulton,Atlanta Regional Commission,Yes,74
13115001800,"Census Tract 18, Floyd County",Floyd,Northwest Georgia,No,57.4
13135050714,"Census Tract 507.14, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,34.7
13089023210,"Census Tract 232.10, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,72.9
13115002100,"Census Tract 21, Floyd County",Floyd,Northwest Georgia,No,70.8
13141480300,"Census Tract 4803, Hancock County",Hancock,Central Savannah River Area,No,75.8
13223120604,"Census Tract 1206.04, Paulding County",Paulding,Northwest Georgia,Yes,40.9
13089021412,"Census Tract 214.12, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,29.6
13097080102,"Census Tract 801.02, Douglas County",Douglas,Atlanta Regional Commission,Yes,42
13117130101,"Census Tract 1301.01, Forsyth County",Forsyth,Atlanta Regional Commission,Yes,40.7
13045910200,"Census Tract 9102, Carroll County",Carroll,Three Rivers,Yes,10.6
13121010511,"Census Tract 105.11, Fulton County",Fulton,Atlanta Regional Commission,Yes,48.5
13013180105,"Census Tract 1801.05, Barrow County",Barrow,Northeast Georgia,Yes,35
13261950800,"Census Tract 9508, Sumter County",Sumter,River Valley,No,33.6
13081010300,"Census Tract 103, Crisp County",Crisp,River Valley,No,44
13099090500,"Census Tract 905, Early County",Early,Southwest Georgia,No,32.8
13113140307,"Census Tract 1403.07, Fayette County",Fayette,Atlanta Regional Commission,Yes,
13121010515,"Census Tract 105.15, Fulton County",Fulton,Atlanta Regional Commission,Yes,44.9
13063040611,"Census Tract 406.11, Clayton County",Clayton,Atlanta Regional Commission,Yes,46.5
13063040409,"Census Tract 404.09, Clayton County",Clayton,Atlanta Regional Commission,Yes,45
13089022001,"Census Tract 220.01, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,54
13017960100,"Census Tract 9601, Ben Hill County",Ben Hill,Southern Georgia,No,37.3
13047030500,"Census Tract 305, Catoosa County",Catoosa,Northwest Georgia,No,50.9
13179010101,"Census Tract 101.01, Liberty County",Liberty,Coastal Regional Commission,No,62.4
13175950202,"Census Tract 9502.02, Laurens County",Laurens,Heart of Georgia Altamaha,No,44.9
13135050431,"Census Tract 504.31, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,64.3
13121010122,"Census Tract 101.22, Fulton County",Fulton,Atlanta Regional Commission,Yes,37.5
13057090902,"Census Tract 909.02, Cherokee County",Cherokee,Atlanta Regional Commission,Yes,36.8
13089021214,"Census Tract 212.14, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,
13127000503,"Census Tract 5.03, Glynn County",Glynn,Coastal Regional Commission,No,44.1
13055010500,"Census Tract 105, Chattooga County",Chattooga,Northwest Georgia,No,40.6
13121010208,"Census Tract 102.08, Fulton County",Fulton,Atlanta Regional Commission,Yes,42.9
13117130608,"Census Tract 1306.08, Forsyth County",Forsyth,Atlanta Regional Commission,Yes,36.4
13109970300,"Census Tract 9703, Evans County",Evans,Heart of Georgia Altamaha,No,36.5
13089023211,"Census Tract 232.11, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,62.1
13319960300,"Census Tract 9603, Wilkinson County",Wilkinson,Middle Georgia,No,45.7
